"Country or Area","Year","Value"
"Poland","2003","318416.957971169"
"Poland","2002","305731.836997515"
"Poland","2001","313546.987506949"
"Poland","2000","317098.59909256"
"Poland","1999","327653.708087922"
"Poland","1998","337342.939449454"
"Poland","1997","366571.499655294"
"Poland","1996","375306.188776427"
"Poland","1995","361305.164541974"
"Poland","1994","359612.29511332"
"Poland","1993","364128.736356268"
"Poland","1992","363720.135930535"
"Poland","1991","373379.313542177"
"Poland","1990","376039.783605015"
"Portugal","2015","52017.49474511"
"Portugal","2014","47740.6495513668"
"Portugal","2013","47866.4847768333"
"Portugal","2012","49658.4054640303"
"Portugal","2011","51470.9678884993"
"Portugal","2010","52615.6517344242"
"Portugal","2009","56800.5150346309"
"Portugal","2008","59633.7762087712"
"Portugal","2007","61937.071048274"
"Portugal","2006","64428.8621286554"
"Portugal","2005","69141.969742759"
"Portugal","2004","66859.6862672408"
"Portugal","2003","64076.0903484572"
"Portugal","2002","69199.1129222632"
"Portugal","2001","65362.1668377323"
"Portugal","2000","65682.9150617567"
"Portugal","1999","66910.851061015"
"Portugal","1998","59297.2194414818"
"Portugal","1997","54823.5426597389"
"Portugal","1996","51827.0323491557"
"Portugal","1995","54532.6743444235"
"Portugal","1994","50569.6870591058"
"Portugal","1993","49828.9817621662"
"Portugal","1992","51226.3871296081"
"Portugal","1991","46992.2308318994"
"Portugal","1990","45371.3171945922"
"Romania","2015","78013.4931783598"
"Romania","2014","77195.557297109"
"Romania","2013","76954.0578889988"
"Romania","2012","85888.5500174295"
"Romania","2011","88455.7202059108"
"Romania","2010","82265.518911847"
"Romania","2009","86113.5897878324"
"Romania","2008","103112.281982265"
"Romania","2007","106449.066489244"
"Romania","2006","102367.153747316"
"Romania","2005","99585.2553551874"
"Romania","2004","101801.593707017"
"Romania","2003","103051.065210967"
"Romania","2002","98576.1404987291"
"Romania","2001","98492.3455414725"
"Romania","2000","92958.0436898868"
"Romania","1999","88200.2384113"
"Romania","1998","103932.313179654"
"Romania","1997","120005.114264109"
"Romania","1996","128789.64645417"
"Romania","1995","125458.817164781"
"Romania","1994","120104.278290232"
"Romania","1993","122120.28188321"
"Romania","1992","130628.300236933"
"Romania","1991","141044.141706127"
"Romania","1990","170747.616725279"
"Russian Federation","2015","1670809.45153197"
"Russian Federation","2014","1671083.01625406"
"Russian Federation","2013","1667851.0403166"
"Russian Federation","2012","1728504.63540698"
"Russian Federation","2011","1718110.85297684"
"Russian Federation","2010","1663337.98188618"
"Russian Federation","2009","1576961.48259962"
"Russian Federation","2008","1685266.05933011"
"Russian Federation","2007","1653378.10608624"
"Russian Federation","2006","1653514.47172807"
"Russian Federation","2005","1594104.46534214"
"Russian Federation","2004","1575338.86525399"
"Russian Federation","2003","1568642.38412504"
"Russian Federation","2002","1531325.5148657"
"Russian Federation","2001","1542630.01191391"
"Russian Federation","2000","1504292.52713028"
"Russian Federation","1999","1512753.11733359"
"Russian Federation","1998","1476680.08783906"
"Russian Federation","1997","1502168.20953466"
"Russian Federation","1996","1581384.91220497"
"Russian Federation","1995","1629601.68997913"
"Russian Federation","1994","1685597.68681175"
"Russian Federation","1993","1909728.95396096"
"Russian Federation","1992","2013344.52725608"
"Russian Federation","1991","2433361.04937347"
"Russian Federation","1990","2589895.60272537"
"Slovakia","2015","33816.7895088202"
"Slovakia","2014","33442.4670813334"
"Slovakia","2013","35543.3793460605"
"Slovakia","2012","36001.0964765715"
"Slovakia","2011","37811.2128859384"
"Slovakia","2010","38536.1253362775"
"Slovakia","2009","37590.2915312121"
"Slovakia","2008","41384.8884539404"
"Slovakia","2007","40879.3126796511"
"Slovakia","2006","42486.478339482"
"Slovakia","2005","42747.5135876466"
"Slovakia","2004","42733.0019386517"
"Slovakia","2003","42200.6219479267"
"Slovakia","2002","41736.2272583193"
"Slovakia","2001","43573.5721393135"
"Slovakia","2000","41265.8031787341"
"Slovakia","1999","43283.2943556824"
"Slovakia","1998","44115.6116895499"
"Slovakia","1997","45136.9063655748"
"Slovakia","1996","45081.9341240847"
"Slovakia","1995","44779.1770174517"
"Slovakia","1994","43740.3638923874"
"Slovakia","1993","46569.2892718483"
"Slovakia","1992","49082.551548659"
"Slovakia","1991","53549.3121226433"
"Slovakia","1990","61935.045833889"
"Slovenia","2015","13598.0134198254"
"Slovenia","2014","13512.7395523862"
"Slovenia","2013","15167.6600938388"
"Slovenia","2012","15808.6901294573"
"Slovenia","2011","16347.0526208473"
"Slovenia","2010","16360.8204569783"
"Slovenia","2009","16320.1837121086"
"Slovenia","2008","18205.4112996981"
"Slovenia","2007","17261.8914884112"
"Slovenia","2006","17124.822705012"
"Slovenia","2005","16929.5597931846"
"Slovenia","2004","16630.866899771"
"Slovenia","2003","16270.3819585731"
"Slovenia","2002","16508.4846886558"
"Slovenia","2001","16363.5926677572"
"Slovenia","2000","15430.3870067961"
"Slovenia","1999","15323.7254196132"
"Slovenia","1998","15948.4889994744"
"Slovenia","1997","16233.2247900396"
"Slovenia","1996","15906.0881871922"
"Slovenia","1995","15244.7476877867"
"Slovenia","1994","14633.9068167806"
"Slovenia","1993","14292.8028945327"
"Slovenia","1992","13996.1436999769"
"Slovenia","1991","13995.1249025578"
"Slovenia","1990","15074.4788942238"
"Spain","2015","271725.56610047"
"Spain","2014","254637.285375511"
"Spain","2013","252899.987889678"
"Spain","2012","280502.464028138"
"Spain","2011","284558.029800774"
"Spain","2010","284366.507533073"
"Spain","2009","298080.712073972"
"Spain","2008","337361.874712378"
"Spain","2007","369323.542710635"
"Spain","2006","361743.998340983"
"Spain","2005","370511.777347041"
"Spain","2004","355268.377637104"
"Spain","2003","338112.373588429"
"Spain","2002","333912.033262654"
"Spain","2001","313831.076399187"
"Spain","2000","311933.703462955"
"Spain","1999","299862.815146299"
"Spain","1998","276110.001969776"
"Spain","1997","267640.826810943"
"Spain","1996","254907.084584632"
"Spain","1995","267284.70330032"
"Spain","1994","253621.571767644"
"Spain","1993","241123.32615164"
"Spain","1992","249588.468948263"
"Spain","1991","240917.908902181"
"Spain","1990","231309.74580068"
"Sweden","2015","43346.2849205297"
"Sweden","2014","43254.6626730268"
"Sweden","2013","44879.3560433715"
"Sweden","2012","46522.6650564907"
"Sweden","2011","49097.1242526807"
"Sweden","2010","53024.1822754954"
"Sweden","2009","47243.8848590051"
"Sweden","2008","50823.9147047302"
"Sweden","2007","52908.5940129763"
"Sweden","2006","53787.7820077239"
"Sweden","2005","53954.2138950779"
"Sweden","2004","56434.2806462688"
"Sweden","2003","57221.4522050527"
"Sweden","2002","56639.2452695297"
"Sweden","2001","55686.4697303844"
"Sweden","2000","54727.1512463927"
"Sweden","1999","55849.9362683226"
"Sweden","1998","58717.8293633052"
"Sweden","1997","58141.2393027758"
"Sweden","1996","63218.1627126977"
"Sweden","1995","59292.7499545076"
"Sweden","1994","59862.5896367379"
"Sweden","1993","57417.5496088456"
"Sweden","1992","57476.7787984561"
"Sweden","1991","57750.7834661626"
"Sweden","1990","57548.3166475097"
"Switzerland","2015","38751.3747043249"
"Switzerland","2014","39269.1082102607"
"Switzerland","2013","43202.0148648472"
"Switzerland","2012","42259.3780276031"
"Switzerland","2011","40992.7230123772"
"Switzerland","2010","45052.9556974117"
"Switzerland","2009","43537.9211029947"
"Switzerland","2008","44707.6209792942"
"Switzerland","2007","43388.1656998734"
"Switzerland","2006","45380.1975845019"
"Switzerland","2005","45799.0964240571"
"Switzerland","2004","45238.2145214604"
"Switzerland","2003","44658.2284934325"
"Switzerland","2002","43445.3852326337"
"Switzerland","2001","45069.7871984478"
"Switzerland","2000","43606.9486313127"
"Switzerland","1999","44429.5472605313"
"Switzerland","1998","44607.6101778189"
"Switzerland","1997","43042.8096058335"
"Switzerland","1996","44152.8530756381"
"Switzerland","1995","43423.3789095817"
"Switzerland","1994","42669.272661584"
"Switzerland","1993","43604.5451382213"
"Switzerland","1992","46024.7428826166"
"Switzerland","1991","46195.6880184539"
"Switzerland","1990","44171.2749533477"
"Turkey","2015","383426.734027962"
"Turkey","2014","359220.208574895"
"Turkey","2013","347746.544605018"
"Turkey","2012","355491.999362693"
"Turkey","2011","348003.831810079"
"Turkey","2010","322056.781219426"
"Turkey","2009","320463.60585827"
"Turkey","2008","313349.572999202"
"Turkey","2007","316056.973908625"
"Turkey","2006","284820.610455061"
"Turkey","2005","263940.645308764"
"Turkey","2004","244259.479132637"
"Turkey","2003","235268.283812755"
"Turkey","2002","219905.690764574"
"Turkey","2001","211656.818928338"
"Turkey","2000","227718.648308877"
"Turkey","1999","206973.70589978"
"Turkey","1998","210042.760852198"
"Turkey","1997","209866.425858603"
"Turkey","1996","197455.995957683"
"Turkey","1995","181418.57090985"
"Turkey","1994","165212.558995039"
"Turkey","1993","168461.119615839"
"Turkey","1992","160072.553316131"
"Turkey","1991","154220.172174938"
"Turkey","1990","148194.794379681"
"Ukraine","2015","223080.532415383"
"Ukraine","2014","256178.3207541"
"Ukraine","2013","295880.308349035"
"Ukraine","2012","303630.251002235"
"Ukraine","2011","306966.154565446"
"Ukraine","2010","293479.092797849"
"Ukraine","2009","277146.584917985"
"Ukraine","2008","325726.509885408"
"Ukraine","2007","336592.431846435"
"Ukraine","2006","332749.543899963"
"Ukraine","2005","313516.145589784"
"Ukraine","2004","306236.406670194"
"Ukraine","2003","305149.690115212"
"Ukraine","2002","294168.594777352"
"Ukraine","2001","301273.809765836"
"Ukraine","2000","279513.685908573"
"Ukraine","1999","292290.670987419"
"Ukraine","1998","321052.097244977"
"Ukraine","1997","340229.871821177"
"Ukraine","1996","351432.858906574"
"Ukraine","1995","390073.034168059"
"Ukraine","1994","419471.839044552"
"Ukraine","1993","510380.408820302"
"Ukraine","1992","589226.85373501"
"Ukraine","1991","632700.001303555"
"Ukraine","1990","706201.583693019"
"United Kingdom","2015","415721.496117964"
"United Kingdom","2014","433370.547723895"
"United Kingdom","2013","473699.573719499"
"United Kingdom","2012","484226.38954032"
"United Kingdom","2011","464758.585596526"
"United Kingdom","2010","507469.957013797"
"United Kingdom","2009","488856.024788817"
"United Kingdom","2008","539840.651819426"
"United Kingdom","2007","553544.554761727"
"United Kingdom","2006","561885.712849064"
"United Kingdom","2005","563637.432873537"
"United Kingdom","2004","566740.010160936"
"United Kingdom","2003","565146.383076135"
"United Kingdom","2002","553849.199769592"
"United Kingdom","2001","569954.500701761"
"United Kingdom","2000","560581.684052462"
"United Kingdom","1999","553175.901234161"
"United Kingdom","1998","560479.671400677"
"United Kingdom","1997","556475.789682202"
"United Kingdom","1996","581701.350282703"
"United Kingdom","1995","559783.109758042"
"United Kingdom","1994","568639.371759801"
"United Kingdom","1993","573587.604296253"
"United Kingdom","1992","588190.302822729"
"United Kingdom","1991","603513.427473051"
"United Kingdom","1990","595297.380614015"
"United States of America","2015","5411409.07498579"
"United States of America","2014","5565494.96984827"
"United States of America","2013","5514017.70051877"
"United States of America","2012","5362094.94523316"
"United States of America","2011","5569516.00863699"
"United States of America","2010","5699929.70468628"
"United States of America","2009","5495687.94547686"
"United States of America","2008","5932978.43504551"
"United States of America","2007","6130623.66761157"
"United States of America","2006","6051496.15090223"
"United States of America","2005","6131832.90843762"
"United States of America","2004","6105430.13409876"
"United States of America","2003","5990730.13156845"
"United States of America","2002","5943946.22380802"
"United States of America","2001","5902704.77758794"
"United States of America","2000","6001355.89947173"
"United States of America","1999","5834224.72361921"
"United States of America","1998","5753825.22282127"
"United States of America","1997","5713363.3954529"
"United States of America","1996","5636297.46114183"
"United States of America","1995","5450305.95861739"
"United States of America","1994","5385916.54843878"
"United States of America","1993","5292609.79120348"
"United States of America","1992","5178583.29993928"
"United States of America","1991","5073493.46961325"
"United States of America","1990","5123042.84382824"

